"entity_id","rapm","rapm_loess","rapm_blended","rapm_error","model_date","circuit","season","round","overall_round","dev_ratio"
"mick_schumacher-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"tsunoda-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"mazepin-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"zhou-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"de_vries-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"sargeant-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"piastri-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"lawson-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"bearman-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"colapinto-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"doohan-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"antonelli-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"bortoleto-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"hadjar-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"arvid_lindblad-d",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"ferrari-c",-2.70797594528528,-2.56277713902836,-2.66441630340821,NA,2013-05-12,"catalunya",2013,5,893,NA
"mclaren-c",-1.17579766480842,-1.13322147563517,-1.16302480805644,NA,2013-05-12,"catalunya",2013,5,893,NA
"manor-c",3.92757665545201,3.95710687287635,3.93643572067931,NA,2013-05-12,"catalunya",2013,5,893,NA
"sauber-c",0.444243783614702,0.490932094600824,0.458250276910538,NA,2013-05-12,"catalunya",2013,5,893,NA
"alpine-c",-2.64665864951475,-2.67543442091779,-2.65529138093566,NA,2013-05-12,"catalunya",2013,5,893,NA
"aston_martin-c",-0.590550098276324,-0.646183794808333,-0.607240207235927,NA,2013-05-12,"catalunya",2013,5,893,NA
"toro_rosso-c",0.667818908570656,0.609241391851537,0.65024565355492,NA,2013-05-12,"catalunya",2013,5,893,NA
"mercedes-c",-1.61258148960372,-1.747383354666,-1.6530220491224,NA,2013-05-12,"catalunya",2013,5,893,NA
"red_bull-c",-3.2135020300458,-3.21582134278302,-3.21419782386697,NA,2013-05-12,"catalunya",2013,5,893,NA
"williams-c",1.28477664233108,1.29117527349413,1.28669623168,NA,2013-05-12,"catalunya",2013,5,893,NA
"hrt-c",1.94710998378387,1.91261611551557,1.93676182330338,NA,2013-05-12,"catalunya",2013,5,893,NA
"caterham-c",3.73505044742074,3.78119467383949,3.74889371534637,NA,2013-05-12,"catalunya",2013,5,893,NA
"haas-c",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"NA-c",0,0,0,NA,2013-05-12,"catalunya",2013,5,893,NA
"alonso-d",-2.35889783821989,-2.55220750585455,-2.41689073851029,NA,2013-05-26,"monaco",2013,6,894,NA
"button-d",-0.876094362136608,-0.793083322056706,-0.851191050112637,NA,2013-05-26,"monaco",2013,6,894,NA
"glock-d",0.778659679111289,0.70948289369719,0.75790664348706,NA,2013-05-26,"monaco",2013,6,894,NA
"hamilton-d",-1.94083072545813,-1.97715400481088,-1.95172770926396,NA,2013-05-26,"monaco",2013,6,894,NA
"kobayashi-d",-0.303946187636448,-0.425166488027621,-0.3403122777538,NA,2013-05-26,"monaco",2013,6,894,NA
"perez-d",0.0744531349064008,-0.0559809701242592,0.0353229033972028,NA,2013-05-26,"monaco",2013,6,894,NA
"pic-d",1.62551127544522,1.67689809927824,1.64092732259512,NA,2013-05-26,"monaco",2013,6,894,NA
"raikkonen-d",-1.92279822811667,-2.33814298364153,-2.04740165477413,NA,2013-05-26,"monaco",2013,6,894,NA
"resta-d",-0.694183983039869,-1.15274137722458,-0.831751201295283,NA,2013-05-26,"monaco",2013,6,894,NA
"ricciardo-d",0.567220724389019,0.433283488153903,0.527039553518484,NA,2013-05-26,"monaco",2013,6,894,NA
"rosberg-d",-1.41536322468939,-1.1852375195407,-1.34632551314479,NA,2013-05-26,"monaco",2013,6,894,NA
"vergne-d",0.352763427538321,0.513060472509171,0.400852541029576,NA,2013-05-26,"monaco",2013,6,894,NA
"vettel-d",-2.72234203820026,-2.85008036724443,-2.76066353691351,NA,2013-05-26,"monaco",2013,6,894,NA
"webber-d",-1.23589053422314,-1.13976763604783,-1.20705366477054,NA,2013-05-26,"monaco",2013,6,894,NA
"bruno_senna-d",-0.404977455366306,-0.497637506344602,-0.432775470659795,NA,2013-05-26,"monaco",2013,6,894,NA
"hulkenberg-d",0.574001697007688,0.601609920911257,0.582284164178759,NA,2013-05-26,"monaco",2013,6,894,NA
"karthikeyan-d",0.602023417876953,0.584685311990099,0.596821986110897,NA,2013-05-26,"monaco",2013,6,894,NA
"kovalainen-d",0.788894243596873,0.718391770064031,0.76774350153702,NA,2013-05-26,"monaco",2013,6,894,NA
"massa-d",-0.309002475740731,-0.255353117444919,-0.292907668251987,NA,2013-05-26,"monaco",2013,6,894,NA
"michael_schumacher-d",0.294720017716736,0.173300776735101,0.258294245422246,NA,2013-05-26,"monaco",2013,6,894,NA
"petrov-d",0.60795839230274,0.542319444407207,0.58826670793408,NA,2013-05-26,"monaco",2013,6,894,NA
"rosa-d",0.96350116120827,0.941839746366787,0.957002736755825,NA,2013-05-26,"monaco",2013,6,894,NA
"grosjean-d",-0.641910585534091,-0.642981699261867,-0.642231919652424,NA,2013-05-26,"monaco",2013,6,894,NA
"maldonado-d",0.635212663835164,0.715076230462107,0.659171733823247,NA,2013-05-26,"monaco",2013,6,894,NA
"ambrosio-d",0.131382877574759,0.129561242098275,0.130836386931814,NA,2013-05-26,"monaco",2013,6,894,NA
"bottas-d",1.472190535089,1.61342478311645,1.51456080949723,NA,2013-05-26,"monaco",2013,6,894,NA
"chilton-d",1.28783732112836,1.4832089169224,1.34644879986657,NA,2013-05-26,"monaco",2013,6,894,NA
"garde-d",0.943619154951667,1.0080435576204,0.962946475752288,NA,2013-05-26,"monaco",2013,6,894,NA
"gutierrez-d",1.65968461860282,1.67214841023032,1.66342375609107,NA,2013-05-26,"monaco",2013,6,894,NA
"jules_bianchi-d",1.07549376406795,1.19103524373058,1.11015620796674,NA,2013-05-26,"monaco",2013,6,894,NA
"sutil-d",0.421884732593488,1.1927209674172,0.6531356030406,NA,2013-05-26,"monaco",2013,6,894,NA
"kevin_magnussen-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"kvyat-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"ericsson-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"stevens-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"nasr-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"sainz-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"max_verstappen-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"merhi-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"rossi-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"jolyon_palmer-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"wehrlein-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"haryanto-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"vandoorne-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"ocon-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"giovinazzi-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"stroll-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"gasly-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"brendon_hartley-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"leclerc-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"sirotkin-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"albon-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"kubica-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"norris-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"russell-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"latifi-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"aitken-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"pietro_fittipaldi-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"mick_schumacher-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"tsunoda-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"mazepin-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"zhou-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"de_vries-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"sargeant-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"piastri-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"lawson-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"bearman-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"colapinto-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"doohan-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"antonelli-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"bortoleto-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"hadjar-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"arvid_lindblad-d",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"ferrari-c",-2.46047083508036,-2.47477734018916,-2.464762786613,NA,2013-05-26,"monaco",2013,6,894,NA
"mclaren-c",-1.10543024228022,-1.15797232266567,-1.12119286639585,NA,2013-05-26,"monaco",2013,6,894,NA
"manor-c",3.82949878811439,3.89292724821253,3.84852732614383,NA,2013-05-26,"monaco",2013,6,894,NA
"sauber-c",0.650473054863434,0.724517949983579,0.672686523399477,NA,2013-05-26,"monaco",2013,6,894,NA
"alpine-c",-2.29509859391677,-2.52665785412518,-2.3645663719793,NA,2013-05-26,"monaco",2013,6,894,NA
"aston_martin-c",-0.815936336779467,-0.790384167714482,-0.808270686059972,NA,2013-05-26,"monaco",2013,6,894,NA
"toro_rosso-c",0.563815220273355,0.53963920837998,0.556562416705343,NA,2013-05-26,"monaco",2013,6,894,NA
"mercedes-c",-1.94470588054889,-1.8080023724551,-1.90369482812075,NA,2013-05-26,"monaco",2013,6,894,NA
"red_bull-c",-3.26214945047911,-3.22772671054607,-3.2518226284992,NA,2013-05-26,"monaco",2013,6,894,NA
"williams-c",1.42796613229376,1.459023557138,1.43728335974703,NA,2013-05-26,"monaco",2013,6,894,NA
"hrt-c",1.72271326257734,1.65186167665566,1.70145778680083,NA,2013-05-26,"monaco",2013,6,894,NA
"caterham-c",3.74775184095792,3.77854666154052,3.7569902871327,NA,2013-05-26,"monaco",2013,6,894,NA
"haas-c",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"NA-c",0,0,0,NA,2013-05-26,"monaco",2013,6,894,NA
"alonso-d",-2.61248153279616,-2.52996977604683,-2.58772800577136,NA,2013-06-09,"villeneuve",2013,7,895,NA
"button-d",-0.617067329032513,-0.604383614002352,-0.613262214523465,NA,2013-06-09,"villeneuve",2013,7,895,NA
"glock-d",0.662245449105408,0.6122137097243,0.647235927291076,NA,2013-06-09,"villeneuve",2013,7,895,NA
"hamilton-d",-2.13129669153732,-1.92100584373455,-2.06820943719649,NA,2013-06-09,"villeneuve",2013,7,895,NA
"kobayashi-d",-0.283439623802112,-0.394355642869125,-0.316714429522216,NA,2013-06-09,"villeneuve",2013,7,895,NA
"perez-d",0.181635764173354,0.054364801738485,0.143454475442893,NA,2013-06-09,"villeneuve",2013,7,895,NA
"pic-d",1.70325121277328,1.72495182791383,1.70976139731544,NA,2013-06-09,"villeneuve",2013,7,895,NA
"raikkonen-d",-1.7928451423641,-1.98890343214667,-1.85166262929887,NA,2013-06-09,"villeneuve",2013,7,895,NA
"resta-d",-0.8435849372045,-1.04005259766794,-0.902525235343533,NA,2013-06-09,"villeneuve",2013,7,895,NA
"ricciardo-d",1.04662637361186,0.836088977495179,0.983465154776858,NA,2013-06-09,"villeneuve",2013,7,895,NA
"rosberg-d",-1.37825122965971,-1.41493160987066,-1.389255343723,NA,2013-06-09,"villeneuve",2013,7,895,NA
"vergne-d",-0.309752299638093,-0.0760693797670127,-0.239647423676769,NA,2013-06-09,"villeneuve",2013,7,895,NA
"vettel-d",-2.84811267527493,-2.87168346690785,-2.85518391276481,NA,2013-06-09,"villeneuve",2013,7,895,NA
"webber-d",-1.24111344095417,-1.17472115532109,-1.22119575526425,NA,2013-06-09,"villeneuve",2013,7,895,NA
"bruno_senna-d",-0.439351263167963,-0.486686770759288,-0.453551915445361,NA,2013-06-09,"villeneuve",2013,7,895,NA
"hulkenberg-d",0.505459961314948,0.63726760620698,0.545002254782557,NA,2013-06-09,"villeneuve",2013,7,895,NA
"karthikeyan-d",0.507664351597155,0.484515664937019,0.500719745599114,NA,2013-06-09,"villeneuve",2013,7,895,NA
"kovalainen-d",0.698477194440571,0.642083261626939,0.681559014596481,NA,2013-06-09,"villeneuve",2013,7,895,NA
"massa-d",-0.106189606451286,-0.179662108580478,-0.128231357090043,NA,2013-06-09,"villeneuve",2013,7,895,NA
"michael_schumacher-d",0.306844835441304,0.215679129007026,0.279495123511021,NA,2013-06-09,"villeneuve",2013,7,895,NA
"petrov-d",0.538662287304716,0.487342052456658,0.523266216850299,NA,2013-06-09,"villeneuve",2013,7,895,NA
"rosa-d",0.821712578429818,0.793500903445539,0.813249075934534,NA,2013-06-09,"villeneuve",2013,7,895,NA
"grosjean-d",-0.151072351799471,-0.353763865698686,-0.211879805969236,NA,2013-06-09,"villeneuve",2013,7,895,NA
"maldonado-d",0.855669350477238,0.855252107697893,0.855544177643434,NA,2013-06-09,"villeneuve",2013,7,895,NA
"ambrosio-d",0.0977610138545458,0.0949171924593428,0.0969078674359849,NA,2013-06-09,"villeneuve",2013,7,895,NA
"bottas-d",1.4343474776621,1.55543705188196,1.47067434992806,NA,2013-06-09,"villeneuve",2013,7,895,NA
"chilton-d",1.31260080935521,1.41318119293204,1.34277492442826,NA,2013-06-09,"villeneuve",2013,7,895,NA
"garde-d",0.827413099401052,0.896143597986356,0.848032248976643,NA,2013-06-09,"villeneuve",2013,7,895,NA
"gutierrez-d",1.49940602471853,1.53441668280365,1.50990922214407,NA,2013-06-09,"villeneuve",2013,7,895,NA
"jules_bianchi-d",1.23534482970478,1.31610468185983,1.25957278535129,NA,2013-06-09,"villeneuve",2013,7,895,NA
"sutil-d",0.544478531739836,0.912032502142793,0.654744722860723,NA,2013-06-09,"villeneuve",2013,7,895,NA
"kevin_magnussen-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"kvyat-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"ericsson-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"stevens-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"nasr-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"sainz-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"max_verstappen-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"merhi-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"rossi-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"jolyon_palmer-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"wehrlein-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"haryanto-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"vandoorne-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"ocon-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"giovinazzi-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"stroll-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"gasly-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"brendon_hartley-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"leclerc-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"sirotkin-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"albon-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"kubica-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"norris-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"russell-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"latifi-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"aitken-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"pietro_fittipaldi-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"mick_schumacher-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"tsunoda-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"mazepin-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"zhou-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"de_vries-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"sargeant-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"piastri-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"lawson-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"bearman-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"colapinto-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"doohan-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"antonelli-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"bortoleto-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"hadjar-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"arvid_lindblad-d",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"ferrari-c",-2.49187985660367,-2.45721965619906,-2.48148179648228,NA,2013-06-09,"villeneuve",2013,7,895,NA
"mclaren-c",-0.767658974228394,-0.945464092637454,-0.821000509751112,NA,2013-06-09,"villeneuve",2013,7,895,NA
"manor-c",3.76447869823591,3.81282363731642,3.77898217996006,NA,2013-06-09,"villeneuve",2013,7,895,NA
"sauber-c",0.644148335507668,0.7984536484424,0.690439929388087,NA,2013-06-09,"villeneuve",2013,7,895,NA
"alpine-c",-1.84406313798478,-2.13497289601304,-1.93133606539326,NA,2013-06-09,"villeneuve",2013,7,895,NA
"aston_martin-c",-0.786283468468047,-0.8344724989893,-0.800740177624423,NA,2013-06-09,"villeneuve",2013,7,895,NA
"toro_rosso-c",0.399799799471591,0.414462509859236,0.404198612587884,NA,2013-06-09,"villeneuve",2013,7,895,NA
"mercedes-c",-2.14873530735384,-1.98479163398068,-2.0995522053419,NA,2013-06-09,"villeneuve",2013,7,895,NA
"red_bull-c",-3.38918010441496,-3.31935123316286,-3.36823144303933,NA,2013-06-09,"villeneuve",2013,7,895,NA
"williams-c",1.60754252421882,1.63225866956811,1.6149573678236,NA,2013-06-09,"villeneuve",2013,7,895,NA
"hrt-c",1.44368948345234,1.38627167683887,1.4264641414683,NA,2013-06-09,"villeneuve",2013,7,895,NA
"caterham-c",3.6184159518999,3.68717244069148,3.63904289853738,NA,2013-06-09,"villeneuve",2013,7,895,NA
"haas-c",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"NA-c",0,0,0,NA,2013-06-09,"villeneuve",2013,7,895,NA
"alonso-d",-2.63429615922823,-2.5343158745416,-2.60430207382224,NA,2013-06-30,"silverstone",2013,8,896,NA
"button-d",-0.233051862495779,-0.245205782811022,-0.236698038590352,NA,2013-06-30,"silverstone",2013,8,896,NA
"glock-d",0.595754069623334,0.606901334895161,0.599098249204882,NA,2013-06-30,"silverstone",2013,8,896,NA
"hamilton-d",-2.03591096827774,-1.94877307907392,-2.00976960151659,NA,2013-06-30,"silverstone",2013,8,896,NA
"kobayashi-d",-0.267601520474355,-0.2359171070525,-0.258096196447798,NA,2013-06-30,"silverstone",2013,8,896,NA
"perez-d",0.112746358731568,0.174084817197511,0.131147896271351,NA,2013-06-30,"silverstone",2013,8,896,NA
"pic-d",1.66041565251176,1.66859010155844,1.66286798722577,NA,2013-06-30,"silverstone",2013,8,896,NA
"raikkonen-d",-1.7847018852355,-1.55760021772098,-1.71657138498115,NA,2013-06-30,"silverstone",2013,8,896,NA
"resta-d",-0.602299454577563,-0.50398102899907,-0.572803926904015,NA,2013-06-30,"silverstone",2013,8,896,NA
"ricciardo-d",0.707293931573237,0.956680409315792,0.782109874896003,NA,2013-06-30,"silverstone",2013,8,896,NA
"rosberg-d",-1.76039464297661,-1.84981625087736,-1.78722112534684,NA,2013-06-30,"silverstone",2013,8,896,NA
"vergne-d",-0.127615198121062,-0.378288996323435,-0.202817337581774,NA,2013-06-30,"silverstone",2013,8,896,NA
"vettel-d",-2.65177218781457,-2.66158235759554,-2.65471523874886,NA,2013-06-30,"silverstone",2013,8,896,NA
"webber-d",-1.43135085343677,-1.42165247741567,-1.42844134063044,NA,2013-06-30,"silverstone",2013,8,896,NA
"bruno_senna-d",-0.347220127117771,-0.332289455258872,-0.342740925560101,NA,2013-06-30,"silverstone",2013,8,896,NA
"hulkenberg-d",0.409048612997084,0.445018600732476,0.419839609317702,NA,2013-06-30,"silverstone",2013,8,896,NA
"karthikeyan-d",0.460412486929862,0.449106309751013,0.457020633776207,NA,2013-06-30,"silverstone",2013,8,896,NA
"kovalainen-d",0.644276679112335,0.660038458697936,0.649005212988016,NA,2013-06-30,"silverstone",2013,8,896,NA
"massa-d",-0.141752112976636,-0.167270051171933,-0.149407494435225,NA,2013-06-30,"silverstone",2013,8,896,NA
"michael_schumacher-d",0.362759541030723,0.371168315562008,0.365282173390108,NA,2013-06-30,"silverstone",2013,8,896,NA
"petrov-d",0.496999410962767,0.514007920955525,0.502101963960594,NA,2013-06-30,"silverstone",2013,8,896,NA
"rosa-d",0.750141900929961,0.732207687369478,0.744761636861816,NA,2013-06-30,"silverstone",2013,8,896,NA
"grosjean-d",-0.10015338323638,-0.0851186702078817,-0.0956429693278304,NA,2013-06-30,"silverstone",2013,8,896,NA
"maldonado-d",0.785102809394053,0.785876413093457,0.785334890503874,NA,2013-06-30,"silverstone",2013,8,896,NA
"ambrosio-d",0.0870946629444711,0.0818537837365742,0.085522399182102,NA,2013-06-30,"silverstone",2013,8,896,NA
"bottas-d",1.43412101913269,1.38395599683941,1.41907151244471,NA,2013-06-30,"silverstone",2013,8,896,NA
"chilton-d",1.41135217054023,1.29567696705758,1.37664960949544,NA,2013-06-30,"silverstone",2013,8,896,NA
"garde-d",0.961536893926462,0.864965724955977,0.932565543235317,NA,2013-06-30,"silverstone",2013,8,896,NA
"gutierrez-d",1.727624303373,1.6159272326229,1.69411518214797,NA,2013-06-30,"silverstone",2013,8,896,NA
"jules_bianchi-d",1.3121357272973,1.29055457309468,1.30566138103651,NA,2013-06-30,"silverstone",2013,8,896,NA
"sutil-d",0.218477451624362,0.0426476226799875,0.165728502941049,NA,2013-06-30,"silverstone",2013,8,896,NA
"kevin_magnussen-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"kvyat-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"ericsson-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"stevens-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"nasr-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"sainz-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"max_verstappen-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"merhi-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"rossi-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"jolyon_palmer-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"wehrlein-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"haryanto-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"vandoorne-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"ocon-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"giovinazzi-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"stroll-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"gasly-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"brendon_hartley-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"leclerc-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"sirotkin-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"albon-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"kubica-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"norris-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"russell-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"latifi-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"aitken-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"pietro_fittipaldi-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"mick_schumacher-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"tsunoda-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"mazepin-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"zhou-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"de_vries-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"sargeant-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"piastri-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"lawson-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"bearman-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"colapinto-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"doohan-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"antonelli-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"bortoleto-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"hadjar-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"arvid_lindblad-d",0,0,0,NA,2013-06-30,"silverstone",2013,8,896,NA
"ferrari-c",-2.47872531790178,-2.48794799884387,-2.4814921221844,NA,2013-06-30,"silverstone",2013,8,896,NA
"mclaren-c",-0.565388260269148,-0.584160925098223,-0.571020059717871,NA,2013-06-30,"silverstone",2013,8,896,NA
"manor-c",3.86758118297848,3.8003744345295,3.84741915844379,NA,2013-06-30,"silverstone",2013,8,896,NA
"sauber-c",0.767532056295582,0.752285963213362,0.762958228370916,NA,2013-06-30,"silverstone",2013,8,896,NA
"alpine-c",-1.80739833574775,-1.68492687580091,-1.77065689776369,NA,2013-06-30,"silverstone",2013,8,896,NA
"aston_martin-c",-0.770526448350324,-0.783097447298222,-0.774297748034693,NA,2013-06-30,"silverstone",2013,8,896,NA
"toro_rosso-c",0.257155215678231,0.296120004537424,0.268844652335989,NA,2013-06-30,"silverstone",2013,8,896,NA
