"entity_id","rapm","model_date","season","round","overall_round","circuit","dev_ratio","rapm_loess","rapm_blended","rapm_error","span_value","weight_value"
"button-d",-0.203393436084766,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.198308600182647,0.138368350642064,0.3,0.3
"vettel-d",-0.167984617179044,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.163785001749567,0.117376244921195,0.3,0.3
"hamilton-d",-0.127178289850353,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.123998832604094,0.085019124312649,0.3,0.3
"webber-d",-0.0917694701682253,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.0894752334140197,0.0640227315449836,0.3,0.3
"alonso-d",-0.0612273065642123,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.059696623900107,0.0631246159846317,0.3,0.3
"kobayashi-d",-0.0263491319487032,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.0256904036499856,0.0348550413272568,0.3,0.3
"raikkonen-d",0.0121900895953771,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.0118853373554926,0.0241212117149538,0.3,0.3
"perez-d",0.0498660479146557,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.0486193967167893,0.0399814780567271,0.3,0.3
"ricciardo-d",0.0807744042716472,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.078755044164856,0.0543072805902953,0.3,0.3
"resta-d",0.122316223608171,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.119258318017967,0.0713084255235272,0.3,0.3
"vergne-d",0.131660874373113,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.128369352513785,0.0885393006272034,0.3,0.3
"rosberg-d",0.133762601897694,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.130418536850252,0.0818120670440314,0.3,0.3
"glock-d",0.0936434522468077,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.0913023659406375,0.0606179712168837,0.3,0.3
"pic-d",0.053688429331123,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.052346218597845,0.0499480510367002,0.3,0.3
"bruno_senna-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"hulkenberg-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"michael_schumacher-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"massa-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"petrov-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"kovalainen-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"karthikeyan-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"rosa-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"grosjean-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"maldonado-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"ambrosio-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"sutil-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"gutierrez-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"bottas-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"jules_bianchi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"chilton-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"garde-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"kevin_magnussen-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"kvyat-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"ericsson-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"stevens-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"nasr-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"sainz-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"max_verstappen-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"merhi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"rossi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"jolyon_palmer-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"wehrlein-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"vandoorne-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"haryanto-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"ocon-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"giovinazzi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"stroll-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"gasly-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"brendon_hartley-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"leclerc-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"sirotkin-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"norris-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"albon-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"russell-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"kubica-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"latifi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"aitken-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"pietro_fittipaldi-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"tsunoda-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"mick_schumacher-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"mazepin-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"zhou-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"de_vries-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"sargeant-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"piastri-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"lawson-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"bearman-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"colapinto-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"doohan-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"antonelli-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"hadjar-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"bortoleto-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"arvid_lindblad-d",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"mclaren-c",-0.330571953607707,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.322307654767514,0.114227540844874,0.3,0.3
"red_bull-c",-0.25975414149404,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.253260287956689,0.128215764554156,0.3,0.3
"ferrari-c",-0.0612272699561167,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,-0.0596965882072138,0.0631246810197668,0.3,0.3
"sauber-c",0.0235170176025158,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.022929092162453,0.0600420477722809,0.3,0.3
"alpine-c",0.0121901488424719,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.0118853951214101,0.0241212332744588,0.3,0.3
"toro_rosso-c",0.212435374218833,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.207124489863362,0.103371027190719,0.3,0.3
"aston_martin-c",0.12231627168359,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.1192583648915,0.0713084923536207,0.3,0.3
"mercedes-c",0.13376262679477,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.130418561124901,0.0818120989198436,0.3,0.3
"manor-c",0.147331899140414,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0.143648601661904,0.0848628796336142,0.3,0.3
"williams-c",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"caterham-c",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"hrt-c",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"haas-c",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"NA-c",0,2012-03-18,2012,1,859,"albert_park",0.148859693885147,0,0,0,0.3,0.3
"button-d",0.054992142984574,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0522425358353453,0.142903713317135,0.3,0.3
"vettel-d",0.00479907657346845,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.00455912274479503,0.0915444535084564,0.3,0.3
"hamilton-d",-0.363935822654216,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.345739031521506,0.132884041247653,0.3,0.3
"webber-d",-0.292844551903879,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.278202324308685,0.115441877336851,0.3,0.3
"alonso-d",-0.428201295948057,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.406791231150654,0.154717887070174,0.3,0.3
"kobayashi-d",-0.0459997362069802,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.0436997493966312,0.0323512810702569,0.3,0.3
"raikkonen-d",-0.183573969701522,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.174395271216446,0.0928210751802657,0.3,0.3
"perez-d",-0.301035666076902,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.285983882773057,0.150875403012392,0.3,0.3
"ricciardo-d",0.161602639820926,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.15352250782988,0.0907014521151762,0.3,0.3
"resta-d",-0.0299149028005909,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.0284191576605613,0.0500168481748678,0.3,0.3
"vergne-d",0.0206837940457012,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0196496043434161,0.0380198854576355,0.3,0.3
"rosberg-d",0.224377973311931,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.213159074646335,0.110175279055946,0.3,0.3
"glock-d",0.241797494127264,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.229707619420901,0.0843025453221195,0.3,0.3
"pic-d",0.163851566006535,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.155658987706208,0.0758667543952641,0.3,0.3
"bruno_senna-d",-0.11395547745451,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.108257703581784,0.0501403815724671,0.3,0.3
"hulkenberg-d",0.0347912078734893,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0330516474798148,0.0377832694918086,0.3,0.3
"michael_schumacher-d",0.0713999432173991,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0678299460565291,0.0564778531975224,0.3,0.3
"massa-d",0.22313466903141,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.21197793557984,0.105258684410471,0.3,0.3
"petrov-d",0.207349448219412,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.196981975808442,0.0965767646290623,0.3,0.3
"kovalainen-d",0.190338058731669,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.180821155795086,0.127989629945677,0.3,0.3
"karthikeyan-d",0.103971389183321,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0987728197241548,0.0656280536154518,0.3,0.3
"rosa-d",0.0563725285571606,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.0535539021293025,0.0352749036859352,0.3,0.3
"grosjean-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"maldonado-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"ambrosio-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"sutil-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"gutierrez-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"bottas-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"jules_bianchi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"chilton-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"garde-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"kevin_magnussen-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"kvyat-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"ericsson-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"stevens-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"nasr-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"sainz-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"max_verstappen-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"merhi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"rossi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"jolyon_palmer-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"wehrlein-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"vandoorne-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"haryanto-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"ocon-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"giovinazzi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"stroll-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"gasly-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"brendon_hartley-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"leclerc-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"sirotkin-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"norris-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"albon-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"russell-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"kubica-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"latifi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"aitken-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"pietro_fittipaldi-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"tsunoda-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"mick_schumacher-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"mazepin-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"zhou-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"de_vries-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"sargeant-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"piastri-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"lawson-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"bearman-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"colapinto-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"doohan-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"antonelli-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"hadjar-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"bortoleto-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"arvid_lindblad-d",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"mclaren-c",-0.308947860910608,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.293500467865078,0.180445911664074,0.3,0.3
"red_bull-c",-0.288048530590025,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.273646104060524,0.136857149126211,0.3,0.3
"ferrari-c",-0.205067194598698,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.194813834868763,0.155704748898363,0.3,0.3
"sauber-c",-0.347035304482679,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.329683539258545,0.146926266728558,0.3,0.3
"alpine-c",-0.183573667223033,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.174394983861882,0.0928212494424853,0.3,0.3
"toro_rosso-c",0.182287499962959,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.173173124964811,0.101634601309133,0.3,0.3
"aston_martin-c",0.00487767579566215,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.00463379200587905,0.0714937008562501,0.3,0.3
"mercedes-c",0.295779159523711,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.280990201547525,0.114630472355847,0.3,0.3
"manor-c",0.405649604481838,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.385367124257746,0.122414573922014,0.3,0.3
"williams-c",-0.113954895788838,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,-0.108257150999396,0.0501403095881763,0.3,0.3
"caterham-c",0.397687986320697,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.377803587004662,0.155648545805945,0.3,0.3
"hrt-c",0.160344033631702,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0.152326831950117,0.0776848075140439,0.3,0.3
"haas-c",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"NA-c",0,2012-03-25,2012,2,870,"sepang",0.132229295493769,0,0,0,0.3,0.3
"button-d",-0.14930701702419,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.138108990747376,0.143519283253311,0.3,0.3
"vettel-d",-0.099771750661545,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.0922888693619291,0.103536785528318,0.3,0.3
"hamilton-d",-0.308112578605717,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.285004135210289,0.129395782984273,0.3,0.3
"webber-d",-0.256423290310378,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.237191543537099,0.128261023349138,0.3,0.3
"alonso-d",-0.203378934286117,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.188125514214658,0.14269665858464,0.3,0.3
"kobayashi-d",0.00667073252831819,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.00617042758869433,0.0414465681175959,0.3,0.3
"raikkonen-d",-0.00301809456263196,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.00279173747043456,0.103960983497825,0.3,0.3
"perez-d",-0.101405738548364,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.0938003081572367,0.144518580661748,0.3,0.3
"ricciardo-d",0.158694434024303,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.14679235147248,0.0964983111170706,0.3,0.3
"resta-d",0.0342449541246349,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0316765825652873,0.0754323655113614,0.3,0.3
"vergne-d",0.0949544328256203,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0878328503636988,0.0920634120300281,0.3,0.3
"rosberg-d",-0.106129846094102,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.098170107637044,0.143823245431551,0.3,0.3
"glock-d",0.192745711809699,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.178289783423972,0.106264807887364,0.3,0.3
"pic-d",0.150936974507217,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.139616701419175,0.0865605979048021,0.3,0.3
"bruno_senna-d",-0.104056603803364,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.0962523585181117,0.0664466001610196,0.3,0.3
"hulkenberg-d",0.102918435345037,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.095199552694159,0.0954144005249357,0.3,0.3
"michael_schumacher-d",0.028945295549893,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0267743983836511,0.0251020186090407,0.3,0.3
"massa-d",0.173815201043036,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.160779060964809,0.112698787378383,0.3,0.3
"petrov-d",0.186480001559044,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.172494001442116,0.109303028853279,0.3,0.3
"kovalainen-d",0.106159757139441,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0981977753539831,0.0750078213142915,0.3,0.3
"karthikeyan-d",0.0932576878392956,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0862633612513484,0.0702766106614228,0.3,0.3
"rosa-d",0.0928653816691112,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0.0859004780439279,0.0672578259159993,0.3,0.3
"grosjean-d",-0.0727056158203453,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.0672526946338194,0.0562191271341755,0.3,0.3
"maldonado-d",-0.0183796666693909,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,-0.0170011916691866,0.0291630811769342,0.3,0.3
"ambrosio-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"sutil-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"gutierrez-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"bottas-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"jules_bianchi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"chilton-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"garde-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"kevin_magnussen-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"kvyat-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"ericsson-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"stevens-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"nasr-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"sainz-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"max_verstappen-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"merhi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"rossi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"jolyon_palmer-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"wehrlein-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"vandoorne-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"haryanto-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"ocon-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"giovinazzi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"stroll-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"gasly-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"brendon_hartley-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"leclerc-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"sirotkin-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"norris-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"albon-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"russell-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"kubica-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"latifi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"aitken-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"pietro_fittipaldi-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"tsunoda-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"mick_schumacher-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"mazepin-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"zhou-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
"de_vries-d",0,2012-04-15,2012,3,872,"shanghai",0.0952984913665502,0,0,0,0.3,0.3
