"entity_id","rapm","model_date","season","round","overall_round","circuit","dev_ratio","rapm_loess","rapm_blended","rapm_error","span_value","weight_value"
"piastri-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"lawson-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"bearman-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"colapinto-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"doohan-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"antonelli-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"hadjar-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"bortoleto-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"arvid_lindblad-d",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"mclaren-c",0.864055619234422,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0.705754710903685,0.816565346735201,0.320030137270681,0.3,0.3
"red_bull-c",-0.747335380052031,2015-07-05,2015,9,935,"silverstone",0.652164009264496,-1.02736277075967,-0.831343597264321,0.281006441191944,0.3,0.3
"ferrari-c",-2.39028514906106,2015-07-05,2015,9,935,"silverstone",0.652164009264496,-2.5236535599023,-2.43029567231343,0.250100606902872,0.3,0.3
"sauber-c",1.93803344881017,2015-07-05,2015,9,935,"silverstone",0.652164009264496,1.88924109124568,1.92339574154082,0.225893384047952,0.3,0.3
"alpine-c",0.259767521389812,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0.365617212164718,0.291522428622284,0.309072765478427,0.3,0.3
"toro_rosso-c",1.02402259442092,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0.990080352078396,1.01383992171816,0.279945249906512,0.3,0.3
"aston_martin-c",0.447665863719315,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0.654882695412533,0.50983091322728,0.300754269826039,0.3,0.3
"mercedes-c",-4.05032934134424,2015-07-05,2015,9,935,"silverstone",0.652164009264496,-4.17708619431105,-4.08835639723428,0.118239543484391,0.3,0.3
"manor-c",3.10979260486558,2015-07-05,2015,9,935,"silverstone",0.652164009264496,3.20328202091726,3.13783942968108,0.344578146159129,0.3,0.3
"williams-c",-1.60586556345574,2015-07-05,2015,9,935,"silverstone",0.652164009264496,-1.50799138492415,-1.57650330989626,0.283466824777389,0.3,0.3
"caterham-c",1.14410814608898,2015-07-05,2015,9,935,"silverstone",0.652164009264496,1.41178159108707,1.22441017958841,0.239076339697096,0.3,0.3
"hrt-c",0.0168942901276988,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0.0258854895385857,0.0195916499509649,0.00468992683324805,0.3,0.3
"haas-c",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"NA-c",0,2015-07-05,2015,9,935,"silverstone",0.652164009264496,0,0,0,0.3,0.3
"button-d",-0.267783136343665,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.500707462049009,0.3,0.3
"vettel-d",-2.36590505736779,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.330456969874607,0.3,0.3
"hamilton-d",-2.1871366307244,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.251441836341357,0.3,0.3
"webber-d",-0.348924519792079,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.109704291051789,0.3,0.3
"alonso-d",-0.154604811926472,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.417432620143732,0.3,0.3
"kobayashi-d",0.853704127228789,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.242730686350153,0.3,0.3
"raikkonen-d",-0.113893795846501,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.474925080890696,0.3,0.3
"perez-d",0.415284466378116,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.296283516688721,0.3,0.3
"ricciardo-d",-0.488563376425898,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.340947930742894,0.3,0.3
"resta-d",-0.0241686147059438,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.0704943060711078,0.3,0.3
"vergne-d",0.375549949389025,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.217078380915058,0.3,0.3
"rosberg-d",-1.73948960394553,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.264348914316749,0.3,0.3
"glock-d",0.0208218606518086,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00608580051075944,0.3,0.3
"pic-d",0.215252996388965,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.0475408761375727,0.3,0.3
"bruno_senna-d",0.0274723790831382,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00955390417645914,0.3,0.3
"hulkenberg-d",-0.259120754847863,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.363963230016643,0.3,0.3
"michael_schumacher-d",0.0311890887771918,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.0116806336957339,0.3,0.3
"massa-d",-0.49536060790138,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.340137920198538,0.3,0.3
"petrov-d",0.0278222674085881,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00770978546024347,0.3,0.3
"kovalainen-d",0.078233338866648,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.0314585504436204,0.3,0.3
"karthikeyan-d",0.0125025610432825,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.0037221563765935,0.3,0.3
"rosa-d",0.0214217977521625,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00775591895124785,0.3,0.3
"grosjean-d",0.20764982762281,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.442595694416502,0.3,0.3
"maldonado-d",1.01338890771132,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.563497518846573,0.3,0.3
"ambrosio-d",0.00136713868757535,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00144857799026023,0.3,0.3
"sutil-d",0.87083560038344,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.247861773831137,0.3,0.3
"gutierrez-d",1.02911349975595,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.249007498490068,0.3,0.3
"bottas-d",-1.07227207851219,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.358362632149901,0.3,0.3
"jules_bianchi-d",0.522556800695642,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.29434376625693,0.3,0.3
"chilton-d",0.755387551235019,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.181938430223364,0.3,0.3
"garde-d",0.147773122594952,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.03943022114017,0.3,0.3
"kevin_magnussen-d",0.105137883799434,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.2938261632858,0.3,0.3
"kvyat-d",0.443512583770365,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.410162771643589,0.3,0.3
"ericsson-d",0.860108538090806,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.407626256572446,0.3,0.3
"stevens-d",1.1347768562318,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.285769192015768,0.3,0.3
"nasr-d",-0.216430869093668,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.573342798303407,0.3,0.3
"sainz-d",0.310699428732942,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.355426756424926,0.3,0.3
"max_verstappen-d",-0.686616823796158,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.582504041809092,0.3,0.3
"merhi-d",0.946962926918451,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.253301964870848,0.3,0.3
"rossi-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"jolyon_palmer-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"wehrlein-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"vandoorne-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"haryanto-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"ocon-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"giovinazzi-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"stroll-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"gasly-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"brendon_hartley-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"leclerc-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"sirotkin-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"norris-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"albon-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"russell-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"kubica-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"latifi-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"aitken-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"pietro_fittipaldi-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"tsunoda-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"mick_schumacher-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"mazepin-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"zhou-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"de_vries-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"sargeant-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"piastri-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"lawson-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"bearman-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"colapinto-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"doohan-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"antonelli-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"hadjar-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"bortoleto-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"arvid_lindblad-d",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"mclaren-c",0.390565251090557,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.308554373903854,0.3,0.3
"red_bull-c",-1.41613568877,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.40613901649523,0.3,0.3
"ferrari-c",-2.39543122187803,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.31228100437073,0.3,0.3
"sauber-c",1.83380362758204,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.283041807021014,0.3,0.3
"alpine-c",0.403227999203814,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.303295881974482,0.3,0.3
"toro_rosso-c",0.853818570208024,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.313801042911632,0.3,0.3
"aston_martin-c",0.302220498814089,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.237106282908,0.3,0.3
"mercedes-c",-3.87221994826636,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.150690643167509,0.3,0.3
"manor-c",3.35286607725242,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.324237277725135,0.3,0.3
"williams-c",-1.36392362829248,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.274327519818161,0.3,0.3
"caterham-c",1.89870635122029,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.232987239806317,0.3,0.3
"hrt-c",0.0339195363695034,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0.00943024414556352,0.3,0.3
"haas-c",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"NA-c",0,2015-07-26,2015,10,918,"hungaroring",0.57789036885485,NA,NA,0,0.3,0.3
"button-d",-0.157732158268093,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.430919189789792,0.3,0.3
"vettel-d",-2.27629329292069,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.310623125488531,0.3,0.3
"hamilton-d",-2.1910823301767,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.250026617906685,0.3,0.3
"webber-d",-0.305353160672473,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.119353647413081,0.3,0.3
"alonso-d",0.0365308676060182,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.46203634216362,0.3,0.3
"kobayashi-d",0.80465329118007,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.217899068487538,0.3,0.3
"raikkonen-d",-0.0428320752874586,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.398893665017417,0.3,0.3
"perez-d",0.238570053487358,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.314313976555937,0.3,0.3
"ricciardo-d",-0.362525845811167,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.514495166614244,0.3,0.3
"resta-d",-0.0112750849955154,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.0663468790415309,0.3,0.3
"vergne-d",0.365437469683023,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.210180929414197,0.3,0.3
"rosberg-d",-1.73062186610362,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.23422300047416,0.3,0.3
"glock-d",0.0186006805141205,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.0054688345164363,0.3,0.3
"pic-d",0.197234755022066,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.066252617888389,0.3,0.3
"bruno_senna-d",0.0248644791294665,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00872949576707241,0.3,0.3
"hulkenberg-d",-0.141707437129873,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.312542540482531,0.3,0.3
"michael_schumacher-d",0.0281646942738525,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.0113376146714921,0.3,0.3
"massa-d",-0.493944709911953,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.452791400698857,0.3,0.3
"petrov-d",0.0256041209956792,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00769229520681817,0.3,0.3
"kovalainen-d",0.0720257594273148,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.0302716827439916,0.3,0.3
"karthikeyan-d",0.0111521413559505,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00312150547034292,0.3,0.3
"rosa-d",0.0191152367888169,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00596633337977451,0.3,0.3
"grosjean-d",-0.0813879437627126,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.442523690805785,0.3,0.3
"maldonado-d",1.04185659410648,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.442019392830307,0.3,0.3
"ambrosio-d",0.00127584949511284,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00154092909762308,0.3,0.3
"sutil-d",0.821071541237101,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.213835540548602,0.3,0.3
"gutierrez-d",0.955593901487605,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.209034961113691,0.3,0.3
"bottas-d",-1.03457592258878,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.43582676982989,0.3,0.3
"jules_bianchi-d",0.485323216825894,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.195732063701429,0.3,0.3
"chilton-d",0.690018886116966,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.230846110708024,0.3,0.3
"garde-d",0.135109925618078,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.044089416899391,0.3,0.3
"kevin_magnussen-d",0.00403410373083787,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.247274170383971,0.3,0.3
"kvyat-d",0.269447874986503,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.553933196295945,0.3,0.3
"ericsson-d",0.81154923325136,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.330110945879178,0.3,0.3
"stevens-d",1.18291986600893,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.22401143163899,0.3,0.3
"nasr-d",-0.0788599645818483,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.498715938044729,0.3,0.3
"sainz-d",0.332799854929919,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.399673832587809,0.3,0.3
"max_verstappen-d",-0.688719644258647,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.537424779103863,0.3,0.3
"merhi-d",1.0314522508474,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.253297268985953,0.3,0.3
"rossi-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"jolyon_palmer-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"wehrlein-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"vandoorne-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"haryanto-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"ocon-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"giovinazzi-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"stroll-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"gasly-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"brendon_hartley-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"leclerc-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"sirotkin-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"norris-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"albon-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"russell-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"kubica-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"latifi-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"aitken-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"pietro_fittipaldi-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"tsunoda-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"mick_schumacher-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"mazepin-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"zhou-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"de_vries-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"sargeant-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"piastri-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"lawson-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"bearman-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"colapinto-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"doohan-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"antonelli-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"hadjar-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"bortoleto-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"arvid_lindblad-d",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"mclaren-c",0.653035571617024,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.314010490228642,0.3,0.3
"red_bull-c",-1.42926633190527,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.365311190663245,0.3,0.3
"ferrari-c",-2.38975297804172,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.280749909423343,0.3,0.3
"sauber-c",1.82967889452137,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.30939678531773,0.3,0.3
"alpine-c",0.252017253787149,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.346280751572517,0.3,0.3
"toro_rosso-c",0.88068647565412,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.251264286570122,0.3,0.3
"aston_martin-c",0.253679835540617,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.238142657421985,0.3,0.3
"mercedes-c",-3.87103503306101,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.144160916237712,0.3,0.3
"manor-c",3.38296429496023,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.270667282935914,0.3,0.3
"williams-c",-1.35238691621703,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.268677068779488,0.3,0.3
"caterham-c",1.77987019001142,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.267221954892011,0.3,0.3
"hrt-c",0.0302633766293543,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0.00697088253929883,0.3,0.3
"haas-c",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"NA-c",0,2015-08-23,2015,11,919,"spa",0.57620464064524,NA,NA,0,0.3,0.3
"button-d",0.0110723571521898,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.385537583860482,0.3,0.3
"vettel-d",-2.36193051712532,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.239154910415202,0.3,0.3
"hamilton-d",-2.2926999724952,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.232995255998911,0.3,0.3
"webber-d",-0.302484175539472,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.0800677978310728,0.3,0.3
"alonso-d",0.107579219877951,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.294861162430925,0.3,0.3
"kobayashi-d",0.764185141152656,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.274995719709825,0.3,0.3
"raikkonen-d",-0.110087927443104,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.386711522778967,0.3,0.3
"perez-d",0.142449150683422,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.289611554534761,0.3,0.3
"ricciardo-d",-0.368179785627899,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.472170388672373,0.3,0.3
"resta-d",-0.00365170703662564,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.0529913958973984,0.3,0.3
"vergne-d",0.309392448259218,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.224511495987833,0.3,0.3
"rosberg-d",-1.60569334113334,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.238796821160165,0.3,0.3
"glock-d",0.0168242596610943,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00520022990180735,0.3,0.3
"pic-d",0.184527569535653,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.0480276622777146,0.3,0.3
"bruno_senna-d",0.0241598729795204,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00783269512324849,0.3,0.3
"hulkenberg-d",-0.159088922568437,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.262904008245774,0.3,0.3
"michael_schumacher-d",0.0258147997148724,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.0100340581010346,0.3,0.3
"massa-d",-0.600355807936448,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.327613913143462,0.3,0.3
"petrov-d",0.0240045754206767,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00746399286659617,0.3,0.3
"kovalainen-d",0.0670835609891363,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.0244731466911485,0.3,0.3
"karthikeyan-d",0.0103215846111751,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00360068920356545,0.3,0.3
"rosa-d",0.0176908811678593,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00590953818206782,0.3,0.3
"grosjean-d",-0.0750987008109442,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.398730282788736,0.3,0.3
"maldonado-d",0.973871314974444,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.470584208737539,0.3,0.3
"ambrosio-d",0.00118084924577743,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.00118491173436964,0.3,0.3
"sutil-d",0.7838782697383,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.196636969431384,0.3,0.3
"gutierrez-d",0.904041150840829,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.236981625976131,0.3,0.3
"bottas-d",-1.06996307541251,2015-09-06,2015,12,920,"monza",0.577647775681823,NA,NA,0.453517817857912,0.3,0.3
